type,filename,text
distcomplete-tp,distcomplete-tp-sam-shawn-gave-5-bug.mp3,Look! Sam gave Shawn five bugs!
distcomplete-tp,distcomplete-tp-sam-shawn-gave-9-candy.mp3,Look! Sam gave Shawn nine candies!
distcomplete-tp,distcomplete-tp-sam-shawn-gave-9-bug.mp3,Look! Sam gave Shawn nine bugs!
trialstart-tp,trialstart-tp-sam-drew-candy.mp3,Here are Sam and Drew! Sam's backpack has 10 candies inside and Drew has none!
distprompt-tp,distprompt-tp-sam-drew-candy.mp3,Let's see how many candies Sam gives to Drew!
trialstart-tp,trialstart-tp-sam-drew-bug.mp3,Here are Sam and Drew! Sam's backpack has 10 bugs inside and Drew has none!
distprompt-tp,distprompt-tp-sam-drew-bug.mp3,Let's see how many bugs Sam gives to Drew!
distcomplete-tp,distcomplete-tp-sam-drew-gave-1-candy.mp3,Look! Sam gave Drew one candy!
distcomplete-tp,distcomplete-tp-sam-drew-gave-1-bug.mp3,Look! Sam gave Drew one bug!
distcomplete-tp,distcomplete-tp-sam-drew-gave-5-candy.mp3,Look! Sam gave Drew five candies!
distcomplete-tp,distcomplete-tp-sam-drew-gave-5-bug.mp3,Look! Sam gave Drew five bugs!
distcomplete-tp,distcomplete-tp-sam-drew-gave-9-candy.mp3,Look! Sam gave Drew nine candies!
distcomplete-tp,distcomplete-tp-sam-drew-gave-9-bug.mp3,Look! Sam gave Drew nine bugs!
trialstart-tp,trialstart-tp-alex-jordan-candy.mp3,Here are Alex and Jordan! Alex's backpack has 10 candies inside and Jordan has none!
distprompt-tp,distprompt-tp-alex-jordan-candy.mp3,Let's see how many candies Alex gives to Jordan!
trialstart-tp,trialstart-tp-alex-jordan-bug.mp3,Here are Alex and Jordan! Alex's backpack has 10 bugs inside and Jordan has none!
distprompt-tp,distprompt-tp-alex-jordan-bug.mp3,Let's see how many bugs Alex gives to Jordan!
distcomplete-tp,distcomplete-tp-alex-jordan-gave-1-candy.mp3,Look! Alex gave Jordan one candy!
distcomplete-tp,distcomplete-tp-alex-jordan-gave-1-bug.mp3,Look! Alex gave Jordan one bug!
distcomplete-tp,distcomplete-tp-alex-jordan-gave-5-candy.mp3,Look! Alex gave Jordan five candies!
distcomplete-tp,distcomplete-tp-alex-jordan-gave-5-bug.mp3,Look! Alex gave Jordan five bugs!
distcomplete-tp,distcomplete-tp-alex-jordan-gave-9-candy.mp3,Look! Alex gave Jordan nine candies!
distcomplete-tp,distcomplete-tp-alex-jordan-gave-9-bug.mp3,Look! Alex gave Jordan nine bugs!
trialstart-tp,trialstart-tp-alex-skyler-candy.mp3,Here are Alex and Skyler! Alex's backpack has 10 candies inside and Skyler has none!
distprompt-tp,distprompt-tp-alex-skyler-candy.mp3,Let's see how many candies Alex gives to Skyler!
trialstart-tp,trialstart-tp-alex-skyler-bug.mp3,Here are Alex and Skyler! Alex's backpack has 10 bugs inside and Skyler has none!
distprompt-tp,distprompt-tp-alex-skyler-bug.mp3,Let's see how many bugs Alex gives to Skyler!
distcomplete-tp,distcomplete-tp-alex-skyler-gave-1-candy.mp3,Look! Alex gave Skyler one candy!
distcomplete-tp,distcomplete-tp-alex-skyler-gave-1-bug.mp3,Look! Alex gave Skyler one bug!
distcomplete-tp,distcomplete-tp-alex-skyler-gave-5-candy.mp3,Look! Alex gave Skyler five candies!
distcomplete-tp,distcomplete-tp-alex-skyler-gave-5-bug.mp3,Look! Alex gave Skyler five bugs!
distcomplete-tp,distcomplete-tp-alex-skyler-gave-9-candy.mp3,Look! Alex gave Skyler nine candies!
distcomplete-tp,distcomplete-tp-alex-skyler-gave-9-bug.mp3,Look! Alex gave Skyler nine bugs!
trialstart-tp,trialstart-tp-alex-mackenzie-candy.mp3,Here are Alex and Mackenzie! Alex's backpack has 10 candies inside and Mackenzie has none!
distprompt-tp,distprompt-tp-alex-mackenzie-candy.mp3,Let's see how many candies Alex gives to Mackenzie!
trialstart-tp,trialstart-tp-alex-mackenzie-bug.mp3,Here are Alex and Mackenzie! Alex's backpack has 10 bugs inside and Mackenzie has none!
distprompt-tp,distprompt-tp-alex-mackenzie-bug.mp3,Let's see how many bugs Alex gives to Mackenzie!
distcomplete-tp,distcomplete-tp-alex-mackenzie-gave-1-candy.mp3,Look! Alex gave Mackenzie one candy!
distcomplete-tp,distcomplete-tp-alex-mackenzie-gave-1-bug.mp3,Look! Alex gave Mackenzie one bug!
distcomplete-tp,distcomplete-tp-alex-mackenzie-gave-5-candy.mp3,Look! Alex gave Mackenzie five candies!
distcomplete-tp,distcomplete-tp-alex-mackenzie-gave-5-bug.mp3,Look! Alex gave Mackenzie five bugs!
distcomplete-tp,distcomplete-tp-alex-mackenzie-gave-9-candy.mp3,Look! Alex gave Mackenzie nine candies!
distcomplete-tp,distcomplete-tp-alex-mackenzie-gave-9-bug.mp3,Look! Alex gave Mackenzie nine bugs!
trialstart-tp,trialstart-tp-alex-casey-candy.mp3,Here are Alex and Casey! Alex's backpack has 10 candies inside and Casey has none!
distprompt-tp,distprompt-tp-alex-casey-candy.mp3,Let's see how many candies Alex gives to Casey!
trialstart-tp,trialstart-tp-alex-casey-bug.mp3,Here are Alex and Casey! Alex's backpack has 10 bugs inside and Casey has none!
distprompt-tp,distprompt-tp-alex-casey-bug.mp3,Let's see how many bugs Alex gives to Casey!
distcomplete-tp,distcomplete-tp-alex-casey-gave-1-candy.mp3,Look! Alex gave Casey one candy!
distcomplete-tp,distcomplete-tp-alex-casey-gave-1-bug.mp3,Look! Alex gave Casey one bug!
distcomplete-tp,distcomplete-tp-alex-casey-gave-5-candy.mp3,Look! Alex gave Casey five candies!
distcomplete-tp,distcomplete-tp-alex-casey-gave-5-bug.mp3,Look! Alex gave Casey five bugs!
distcomplete-tp,distcomplete-tp-alex-casey-gave-9-candy.mp3,Look! Alex gave Casey nine candies!
distcomplete-tp,distcomplete-tp-alex-casey-gave-9-bug.mp3,Look! Alex gave Casey nine bugs!
trialstart-tp,trialstart-tp-alex-shawn-candy.mp3,Here are Alex and Shawn! Alex's backpack has 10 candies inside and Shawn has none!
distprompt-tp,distprompt-tp-alex-shawn-candy.mp3,Let's see how many candies Alex gives to Shawn!
trialstart-tp,trialstart-tp-alex-shawn-bug.mp3,Here are Alex and Shawn! Alex's backpack has 10 bugs inside and Shawn has none!
distprompt-tp,distprompt-tp-alex-shawn-bug.mp3,Let's see how many bugs Alex gives to Shawn!
distcomplete-tp,distcomplete-tp-alex-shawn-gave-1-candy.mp3,Look! Alex gave Shawn one candy!
distcomplete-tp,distcomplete-tp-alex-shawn-gave-1-bug.mp3,Look! Alex gave Shawn one bug!
distcomplete-tp,distcomplete-tp-alex-shawn-gave-5-candy.mp3,Look! Alex gave Shawn five candies!
distcomplete-tp,distcomplete-tp-alex-shawn-gave-5-bug.mp3,Look! Alex gave Shawn five bugs!
distcomplete-tp,distcomplete-tp-alex-shawn-gave-9-candy.mp3,Look! Alex gave Shawn nine candies!
distcomplete-tp,distcomplete-tp-alex-shawn-gave-9-bug.mp3,Look! Alex gave Shawn nine bugs!
trialstart-tp,trialstart-tp-alex-drew-candy.mp3,Here are Alex and Drew! Alex's backpack has 10 candies inside and Drew has none!
distprompt-tp,distprompt-tp-alex-drew-candy.mp3,Let's see how many candies Alex gives to Drew!
trialstart-tp,trialstart-tp-alex-drew-bug.mp3,Here are Alex and Drew! Alex's backpack has 10 bugs inside and Drew has none!
distprompt-tp,distprompt-tp-alex-drew-bug.mp3,Let's see how many bugs Alex gives to Drew!
distcomplete-tp,distcomplete-tp-alex-drew-gave-1-candy.mp3,Look! Alex gave Drew one candy!
distcomplete-tp,distcomplete-tp-alex-drew-gave-1-bug.mp3,Look! Alex gave Drew one bug!
distcomplete-tp,distcomplete-tp-alex-drew-gave-5-candy.mp3,Look! Alex gave Drew five candies!
distcomplete-tp,distcomplete-tp-alex-drew-gave-5-bug.mp3,Look! Alex gave Drew five bugs!
distcomplete-tp,distcomplete-tp-alex-drew-gave-9-candy.mp3,Look! Alex gave Drew nine candies!
distcomplete-tp,distcomplete-tp-alex-drew-gave-9-bug.mp3,Look! Alex gave Drew nine bugs!
trialstart-tp,trialstart-tp-avery-jordan-candy.mp3,Here are Avery and Jordan! Avery's backpack has 10 candies inside and Jordan has none!
distprompt-tp,distprompt-tp-avery-jordan-candy.mp3,Let's see how many candies Avery gives to Jordan!
trialstart-tp,trialstart-tp-avery-jordan-bug.mp3,Here are Avery and Jordan! Avery's backpack has 10 bugs inside and Jordan has none!
distprompt-tp,distprompt-tp-avery-jordan-bug.mp3,Let's see how many bugs Avery gives to Jordan!
distcomplete-tp,distcomplete-tp-avery-jordan-gave-1-candy.mp3,Look! Avery gave Jordan one candy!
distcomplete-tp,distcomplete-tp-avery-jordan-gave-1-bug.mp3,Look! Avery gave Jordan one bug!
distcomplete-tp,distcomplete-tp-avery-jordan-gave-5-candy.mp3,Look! Avery gave Jordan five candies!
distcomplete-tp,distcomplete-tp-avery-jordan-gave-5-bug.mp3,Look! Avery gave Jordan five bugs!
distcomplete-tp,distcomplete-tp-avery-jordan-gave-9-candy.mp3,Look! Avery gave Jordan nine candies!
distcomplete-tp,distcomplete-tp-avery-jordan-gave-9-bug.mp3,Look! Avery gave Jordan nine bugs!
trialstart-tp,trialstart-tp-avery-skyler-candy.mp3,Here are Avery and Skyler! Avery's backpack has 10 candies inside and Skyler has none!
distprompt-tp,distprompt-tp-avery-skyler-candy.mp3,Let's see how many candies Avery gives to Skyler!
trialstart-tp,trialstart-tp-avery-skyler-bug.mp3,Here are Avery and Skyler! Avery's backpack has 10 bugs inside and Skyler has none!
distprompt-tp,distprompt-tp-avery-skyler-bug.mp3,Let's see how many bugs Avery gives to Skyler!
distcomplete-tp,distcomplete-tp-avery-skyler-gave-1-candy.mp3,Look! Avery gave Skyler one candy!
distcomplete-tp,distcomplete-tp-avery-skyler-gave-1-bug.mp3,Look! Avery gave Skyler one bug!
distcomplete-tp,distcomplete-tp-avery-skyler-gave-5-candy.mp3,Look! Avery gave Skyler five candies!
distcomplete-tp,distcomplete-tp-avery-skyler-gave-5-bug.mp3,Look! Avery gave Skyler five bugs!
distcomplete-tp,distcomplete-tp-avery-skyler-gave-9-candy.mp3,Look! Avery gave Skyler nine candies!
distcomplete-tp,distcomplete-tp-avery-skyler-gave-9-bug.mp3,Look! Avery gave Skyler nine bugs!
trialstart-tp,trialstart-tp-avery-mackenzie-candy.mp3,Here are Avery and Mackenzie! Avery's backpack has 10 candies inside and Mackenzie has none!
distprompt-tp,distprompt-tp-avery-mackenzie-candy.mp3,Let's see how many candies Avery gives to Mackenzie!
trialstart-tp,trialstart-tp-avery-mackenzie-bug.mp3,Here are Avery and Mackenzie! Avery's backpack has 10 bugs inside and Mackenzie has none!
distprompt-tp,distprompt-tp-avery-mackenzie-bug.mp3,Let's see how many bugs Avery gives to Mackenzie!
distcomplete-tp,distcomplete-tp-avery-mackenzie-gave-1-candy.mp3,Look! Avery gave Mackenzie one candy!
distcomplete-tp,distcomplete-tp-avery-mackenzie-gave-1-bug.mp3,Look! Avery gave Mackenzie one bug!
distcomplete-tp,distcomplete-tp-avery-mackenzie-gave-5-candy.mp3,Look! Avery gave Mackenzie five candies!
distcomplete-tp,distcomplete-tp-avery-mackenzie-gave-5-bug.mp3,Look! Avery gave Mackenzie five bugs!
distcomplete-tp,distcomplete-tp-avery-mackenzie-gave-9-candy.mp3,Look! Avery gave Mackenzie nine candies!
distcomplete-tp,distcomplete-tp-avery-mackenzie-gave-9-bug.mp3,Look! Avery gave Mackenzie nine bugs!
trialstart-tp,trialstart-tp-avery-casey-candy.mp3,Here are Avery and Casey! Avery's backpack has 10 candies inside and Casey has none!
distprompt-tp,distprompt-tp-avery-casey-candy.mp3,Let's see how many candies Avery gives to Casey!
trialstart-tp,trialstart-tp-avery-casey-bug.mp3,Here are Avery and Casey! Avery's backpack has 10 bugs inside and Casey has none!
distprompt-tp,distprompt-tp-avery-casey-bug.mp3,Let's see how many bugs Avery gives to Casey!
distcomplete-tp,distcomplete-tp-avery-casey-gave-1-candy.mp3,Look! Avery gave Casey one candy!
distcomplete-tp,distcomplete-tp-avery-casey-gave-1-bug.mp3,Look! Avery gave Casey one bug!
distcomplete-tp,distcomplete-tp-avery-casey-gave-5-candy.mp3,Look! Avery gave Casey five candies!
distcomplete-tp,distcomplete-tp-avery-casey-gave-5-bug.mp3,Look! Avery gave Casey five bugs!
distcomplete-tp,distcomplete-tp-avery-casey-gave-9-candy.mp3,Look! Avery gave Casey nine candies!
distcomplete-tp,distcomplete-tp-avery-casey-gave-9-bug.mp3,Look! Avery gave Casey nine bugs!
trialstart-tp,trialstart-tp-avery-shawn-candy.mp3,Here are Avery and Shawn! Avery's backpack has 10 candies inside and Shawn has none!
distprompt-tp,distprompt-tp-avery-shawn-candy.mp3,Let's see how many candies Avery gives to Shawn!
trialstart-tp,trialstart-tp-avery-shawn-bug.mp3,Here are Avery and Shawn! Avery's backpack has 10 bugs inside and Shawn has none!
distprompt-tp,distprompt-tp-avery-shawn-bug.mp3,Let's see how many bugs Avery gives to Shawn!
distcomplete-tp,distcomplete-tp-avery-shawn-gave-1-candy.mp3,Look! Avery gave Shawn one candy!
distcomplete-tp,distcomplete-tp-avery-shawn-gave-1-bug.mp3,Look! Avery gave Shawn one bug!
distcomplete-tp,distcomplete-tp-avery-shawn-gave-5-candy.mp3,Look! Avery gave Shawn five candies!
distcomplete-tp,distcomplete-tp-avery-shawn-gave-5-bug.mp3,Look! Avery gave Shawn five bugs!
distcomplete-tp,distcomplete-tp-avery-shawn-gave-9-candy.mp3,Look! Avery gave Shawn nine candies!
distcomplete-tp,distcomplete-tp-avery-shawn-gave-9-bug.mp3,Look! Avery gave Shawn nine bugs!
trialstart-tp,trialstart-tp-avery-drew-candy.mp3,Here are Avery and Drew! Avery's backpack has 10 candies inside and Drew has none!
distprompt-tp,distprompt-tp-avery-drew-candy.mp3,Let's see how many candies Avery gives to Drew!
trialstart-tp,trialstart-tp-avery-drew-bug.mp3,Here are Avery and Drew! Avery's backpack has 10 bugs inside and Drew has none!
distprompt-tp,distprompt-tp-avery-drew-bug.mp3,Let's see how many bugs Avery gives to Drew!
distcomplete-tp,distcomplete-tp-avery-drew-gave-1-candy.mp3,Look! Avery gave Drew one candy!
distcomplete-tp,distcomplete-tp-avery-drew-gave-1-bug.mp3,Look! Avery gave Drew one bug!
distcomplete-tp,distcomplete-tp-avery-drew-gave-5-candy.mp3,Look! Avery gave Drew five candies!
distcomplete-tp,distcomplete-tp-avery-drew-gave-5-bug.mp3,Look! Avery gave Drew five bugs!
distcomplete-tp,distcomplete-tp-avery-drew-gave-9-candy.mp3,Look! Avery gave Drew nine candies!
distcomplete-tp,distcomplete-tp-avery-drew-gave-9-bug.mp3,Look! Avery gave Drew nine bugs!
trialstart-tp,trialstart-tp-riley-jordan-candy.mp3,Here are Riley and Jordan! Riley's backpack has 10 candies inside and Jordan has none!
distprompt-tp,distprompt-tp-riley-jordan-candy.mp3,Let's see how many candies Riley gives to Jordan!
trialstart-tp,trialstart-tp-riley-jordan-bug.mp3,Here are Riley and Jordan! Riley's backpack has 10 bugs inside and Jordan has none!
distprompt-tp,distprompt-tp-riley-jordan-bug.mp3,Let's see how many bugs Riley gives to Jordan!
distcomplete-tp,distcomplete-tp-riley-jordan-gave-1-candy.mp3,Look! Riley gave Jordan one candy!
distcomplete-tp,distcomplete-tp-riley-jordan-gave-1-bug.mp3,Look! Riley gave Jordan one bug!
distcomplete-tp,distcomplete-tp-riley-jordan-gave-5-candy.mp3,Look! Riley gave Jordan five candies!
distcomplete-tp,distcomplete-tp-riley-jordan-gave-5-bug.mp3,Look! Riley gave Jordan five bugs!
distcomplete-tp,distcomplete-tp-riley-jordan-gave-9-candy.mp3,Look! Riley gave Jordan nine candies!
distcomplete-tp,distcomplete-tp-riley-jordan-gave-9-bug.mp3,Look! Riley gave Jordan nine bugs!
trialstart-tp,trialstart-tp-riley-skyler-candy.mp3,Here are Riley and Skyler! Riley's backpack has 10 candies inside and Skyler has none!
distprompt-tp,distprompt-tp-riley-skyler-candy.mp3,Let's see how many candies Riley gives to Skyler!
trialstart-tp,trialstart-tp-riley-skyler-bug.mp3,Here are Riley and Skyler! Riley's backpack has 10 bugs inside and Skyler has none!
distprompt-tp,distprompt-tp-riley-skyler-bug.mp3,Let's see how many bugs Riley gives to Skyler!
distcomplete-tp,distcomplete-tp-riley-skyler-gave-1-candy.mp3,Look! Riley gave Skyler one candy!
distcomplete-tp,distcomplete-tp-riley-skyler-gave-1-bug.mp3,Look! Riley gave Skyler one bug!
distcomplete-tp,distcomplete-tp-riley-skyler-gave-5-candy.mp3,Look! Riley gave Skyler five candies!
distcomplete-tp,distcomplete-tp-riley-skyler-gave-5-bug.mp3,Look! Riley gave Skyler five bugs!
distcomplete-tp,distcomplete-tp-riley-skyler-gave-9-candy.mp3,Look! Riley gave Skyler nine candies!
distcomplete-tp,distcomplete-tp-riley-skyler-gave-9-bug.mp3,Look! Riley gave Skyler nine bugs!
trialstart-tp,trialstart-tp-riley-mackenzie-candy.mp3,Here are Riley and Mackenzie! Riley's backpack has 10 candies inside and Mackenzie has none!
distprompt-tp,distprompt-tp-riley-mackenzie-candy.mp3,Let's see how many candies Riley gives to Mackenzie!
trialstart-tp,trialstart-tp-riley-mackenzie-bug.mp3,Here are Riley and Mackenzie! Riley's backpack has 10 bugs inside and Mackenzie has none!
distprompt-tp,distprompt-tp-riley-mackenzie-bug.mp3,Let's see how many bugs Riley gives to Mackenzie!
distcomplete-tp,distcomplete-tp-riley-mackenzie-gave-1-candy.mp3,Look! Riley gave Mackenzie one candy!
distcomplete-tp,distcomplete-tp-riley-mackenzie-gave-1-bug.mp3,Look! Riley gave Mackenzie one bug!
distcomplete-tp,distcomplete-tp-riley-mackenzie-gave-5-candy.mp3,Look! Riley gave Mackenzie five candies!
distcomplete-tp,distcomplete-tp-riley-mackenzie-gave-5-bug.mp3,Look! Riley gave Mackenzie five bugs!
distcomplete-tp,distcomplete-tp-riley-mackenzie-gave-9-candy.mp3,Look! Riley gave Mackenzie nine candies!
distcomplete-tp,distcomplete-tp-riley-mackenzie-gave-9-bug.mp3,Look! Riley gave Mackenzie nine bugs!
trialstart-tp,trialstart-tp-riley-casey-candy.mp3,Here are Riley and Casey! Riley's backpack has 10 candies inside and Casey has none!
distprompt-tp,distprompt-tp-riley-casey-candy.mp3,Let's see how many candies Riley gives to Casey!
trialstart-tp,trialstart-tp-riley-casey-bug.mp3,Here are Riley and Casey! Riley's backpack has 10 bugs inside and Casey has none!
distprompt-tp,distprompt-tp-riley-casey-bug.mp3,Let's see how many bugs Riley gives to Casey!
distcomplete-tp,distcomplete-tp-riley-casey-gave-1-candy.mp3,Look! Riley gave Casey one candy!
distcomplete-tp,distcomplete-tp-riley-casey-gave-1-bug.mp3,Look! Riley gave Casey one bug!
distcomplete-tp,distcomplete-tp-riley-casey-gave-5-candy.mp3,Look! Riley gave Casey five candies!
distcomplete-tp,distcomplete-tp-riley-casey-gave-5-bug.mp3,Look! Riley gave Casey five bugs!
distcomplete-tp,distcomplete-tp-riley-casey-gave-9-candy.mp3,Look! Riley gave Casey nine candies!
distcomplete-tp,distcomplete-tp-riley-casey-gave-9-bug.mp3,Look! Riley gave Casey nine bugs!
trialstart-tp,trialstart-tp-riley-shawn-candy.mp3,Here are Riley and Shawn! Riley's backpack has 10 candies inside and Shawn has none!
distprompt-tp,distprompt-tp-riley-shawn-candy.mp3,Let's see how many candies Riley gives to Shawn!
trialstart-tp,trialstart-tp-riley-shawn-bug.mp3,Here are Riley and Shawn! Riley's backpack has 10 bugs inside and Shawn has none!
distprompt-tp,distprompt-tp-riley-shawn-bug.mp3,Let's see how many bugs Riley gives to Shawn!
distcomplete-tp,distcomplete-tp-riley-shawn-gave-1-candy.mp3,Look! Riley gave Shawn one candy!
distcomplete-tp,distcomplete-tp-riley-shawn-gave-1-bug.mp3,Look! Riley gave Shawn one bug!
distcomplete-tp,distcomplete-tp-riley-shawn-gave-5-candy.mp3,Look! Riley gave Shawn five candies!
distcomplete-tp,distcomplete-tp-riley-shawn-gave-5-bug.mp3,Look! Riley gave Shawn five bugs!
distcomplete-tp,distcomplete-tp-riley-shawn-gave-9-candy.mp3,Look! Riley gave Shawn nine candies!
distcomplete-tp,distcomplete-tp-riley-shawn-gave-9-bug.mp3,Look! Riley gave Shawn nine bugs!
trialstart-tp,trialstart-tp-riley-drew-candy.mp3,Here are Riley and Drew! Riley's backpack has 10 candies inside and Drew has none!
distprompt-tp,distprompt-tp-riley-drew-candy.mp3,Let's see how many candies Riley gives to Drew!
trialstart-tp,trialstart-tp-riley-drew-bug.mp3,Here are Riley and Drew! Riley's backpack has 10 bugs inside and Drew has none!
distprompt-tp,distprompt-tp-riley-drew-bug.mp3,Let's see how many bugs Riley gives to Drew!
distcomplete-tp,distcomplete-tp-riley-drew-gave-1-candy.mp3,Look! Riley gave Drew one candy!
distcomplete-tp,distcomplete-tp-riley-drew-gave-1-bug.mp3,Look! Riley gave Drew one bug!
distcomplete-tp,distcomplete-tp-riley-drew-gave-5-candy.mp3,Look! Riley gave Drew five candies!
distcomplete-tp,distcomplete-tp-riley-drew-gave-5-bug.mp3,Look! Riley gave Drew five bugs!
distcomplete-tp,distcomplete-tp-riley-drew-gave-9-candy.mp3,Look! Riley gave Drew nine candies!
distcomplete-tp,distcomplete-tp-riley-drew-gave-9-bug.mp3,Look! Riley gave Drew nine bugs!
trialstart-tp,trialstart-tp-blake-jordan-candy.mp3,Here are Blake and Jordan! Blake's backpack has 10 candies inside and Jordan has none!
distprompt-tp,distprompt-tp-blake-jordan-candy.mp3,Let's see how many candies Blake gives to Jordan!
trialstart-tp,trialstart-tp-blake-jordan-bug.mp3,Here are Blake and Jordan! Blake's backpack has 10 bugs inside and Jordan has none!
distprompt-tp,distprompt-tp-blake-jordan-bug.mp3,Let's see how many bugs Blake gives to Jordan!
distcomplete-tp,distcomplete-tp-blake-jordan-gave-1-candy.mp3,Look! Blake gave Jordan one candy!
distcomplete-tp,distcomplete-tp-blake-jordan-gave-1-bug.mp3,Look! Blake gave Jordan one bug!
distcomplete-tp,distcomplete-tp-blake-jordan-gave-5-candy.mp3,Look! Blake gave Jordan five candies!
distcomplete-tp,distcomplete-tp-blake-jordan-gave-5-bug.mp3,Look! Blake gave Jordan five bugs!
distcomplete-tp,distcomplete-tp-blake-jordan-gave-9-candy.mp3,Look! Blake gave Jordan nine candies!
distcomplete-tp,distcomplete-tp-blake-jordan-gave-9-bug.mp3,Look! Blake gave Jordan nine bugs!
trialstart-tp,trialstart-tp-blake-skyler-candy.mp3,Here are Blake and Skyler! Blake's backpack has 10 candies inside and Skyler has none!
distprompt-tp,distprompt-tp-blake-skyler-candy.mp3,Let's see how many candies Blake gives to Skyler!
trialstart-tp,trialstart-tp-blake-skyler-bug.mp3,Here are Blake and Skyler! Blake's backpack has 10 bugs inside and Skyler has none!
distprompt-tp,distprompt-tp-blake-skyler-bug.mp3,Let's see how many bugs Blake gives to Skyler!
distcomplete-tp,distcomplete-tp-blake-skyler-gave-1-candy.mp3,Look! Blake gave Skyler one candy!
distcomplete-tp,distcomplete-tp-blake-skyler-gave-1-bug.mp3,Look! Blake gave Skyler one bug!
distcomplete-tp,distcomplete-tp-blake-skyler-gave-5-candy.mp3,Look! Blake gave Skyler five candies!
distcomplete-tp,distcomplete-tp-blake-skyler-gave-5-bug.mp3,Look! Blake gave Skyler five bugs!
distcomplete-tp,distcomplete-tp-blake-skyler-gave-9-candy.mp3,Look! Blake gave Skyler nine candies!
distcomplete-tp,distcomplete-tp-blake-skyler-gave-9-bug.mp3,Look! Blake gave Skyler nine bugs!
trialstart-tp,trialstart-tp-blake-mackenzie-candy.mp3,Here are Blake and Mackenzie! Blake's backpack has 10 candies inside and Mackenzie has none!
distprompt-tp,distprompt-tp-blake-mackenzie-candy.mp3,Let's see how many candies Blake gives to Mackenzie!
trialstart-tp,trialstart-tp-blake-mackenzie-bug.mp3,Here are Blake and Mackenzie! Blake's backpack has 10 bugs inside and Mackenzie has none!
distprompt-tp,distprompt-tp-blake-mackenzie-bug.mp3,Let's see how many bugs Blake gives to Mackenzie!
distcomplete-tp,distcomplete-tp-blake-mackenzie-gave-1-candy.mp3,Look! Blake gave Mackenzie one candy!
distcomplete-tp,distcomplete-tp-blake-mackenzie-gave-1-bug.mp3,Look! Blake gave Mackenzie one bug!
distcomplete-tp,distcomplete-tp-blake-mackenzie-gave-5-candy.mp3,Look! Blake gave Mackenzie five candies!
distcomplete-tp,distcomplete-tp-blake-mackenzie-gave-5-bug.mp3,Look! Blake gave Mackenzie five bugs!
distcomplete-tp,distcomplete-tp-blake-mackenzie-gave-9-candy.mp3,Look! Blake gave Mackenzie nine candies!
distcomplete-tp,distcomplete-tp-blake-mackenzie-gave-9-bug.mp3,Look! Blake gave Mackenzie nine bugs!
trialstart-tp,trialstart-tp-blake-casey-candy.mp3,Here are Blake and Casey! Blake's backpack has 10 candies inside and Casey has none!
distprompt-tp,distprompt-tp-blake-casey-candy.mp3,Let's see how many candies Blake gives to Casey!
trialstart-tp,trialstart-tp-blake-casey-bug.mp3,Here are Blake and Casey! Blake's backpack has 10 bugs inside and Casey has none!
distprompt-tp,distprompt-tp-blake-casey-bug.mp3,Let's see how many bugs Blake gives to Casey!
distcomplete-tp,distcomplete-tp-blake-casey-gave-1-candy.mp3,Look! Blake gave Casey one candy!
distcomplete-tp,distcomplete-tp-blake-casey-gave-1-bug.mp3,Look! Blake gave Casey one bug!
distcomplete-tp,distcomplete-tp-blake-casey-gave-5-candy.mp3,Look! Blake gave Casey five candies!
distcomplete-tp,distcomplete-tp-blake-casey-gave-5-bug.mp3,Look! Blake gave Casey five bugs!
distcomplete-tp,distcomplete-tp-blake-casey-gave-9-candy.mp3,Look! Blake gave Casey nine candies!
distcomplete-tp,distcomplete-tp-blake-casey-gave-9-bug.mp3,Look! Blake gave Casey nine bugs!
trialstart-tp,trialstart-tp-blake-shawn-candy.mp3,Here are Blake and Shawn! Blake's backpack has 10 candies inside and Shawn has none!
distprompt-tp,distprompt-tp-blake-shawn-candy.mp3,Let's see how many candies Blake gives to Shawn!
trialstart-tp,trialstart-tp-blake-shawn-bug.mp3,Here are Blake and Shawn! Blake's backpack has 10 bugs inside and Shawn has none!
distprompt-tp,distprompt-tp-blake-shawn-bug.mp3,Let's see how many bugs Blake gives to Shawn!
distcomplete-tp,distcomplete-tp-blake-shawn-gave-1-candy.mp3,Look! Blake gave Shawn one candy!
distcomplete-tp,distcomplete-tp-blake-shawn-gave-1-bug.mp3,Look! Blake gave Shawn one bug!
distcomplete-tp,distcomplete-tp-blake-shawn-gave-5-candy.mp3,Look! Blake gave Shawn five candies!
distcomplete-tp,distcomplete-tp-blake-shawn-gave-5-bug.mp3,Look! Blake gave Shawn five bugs!
distcomplete-tp,distcomplete-tp-blake-shawn-gave-9-candy.mp3,Look! Blake gave Shawn nine candies!
distcomplete-tp,distcomplete-tp-blake-shawn-gave-9-bug.mp3,Look! Blake gave Shawn nine bugs!
trialstart-tp,trialstart-tp-blake-drew-candy.mp3,Here are Blake and Drew! Blake's backpack has 10 candies inside and Drew has none!
distprompt-tp,distprompt-tp-blake-drew-candy.mp3,Let's see how many candies Blake gives to Drew!
trialstart-tp,trialstart-tp-blake-drew-bug.mp3,Here are Blake and Drew! Blake's backpack has 10 bugs inside and Drew has none!
distprompt-tp,distprompt-tp-blake-drew-bug.mp3,Let's see how many bugs Blake gives to Drew!
distcomplete-tp,distcomplete-tp-blake-drew-gave-1-candy.mp3,Look! Blake gave Drew one candy!
distcomplete-tp,distcomplete-tp-blake-drew-gave-1-bug.mp3,Look! Blake gave Drew one bug!
